province,,name,,location,,height,
경상남도,,의룡산,,경상남도 합천군 대병면,,453,
경상남도,,의상봉(이상봉),,경상남도 거창군,,1046,
경상남도,,이명산,,경남 산청시 곤양면,,570,
경상남도,,이방산,,경상남도 산청군,,716,
경상남도,,임호산,,경상남도 김해시,,178,
경상남도,,자굴산,,"경상남도 의령군 가례면, 칠곡면, 대의면",,897,
경상남도,,작대산,,경상남도 함안군 칠원면,,649,
경상남도,,장령산,,경상남도 사천시 정동면,,250,
경상남도,,장복산,,경상남도 진해시 여좌동,,582,
경상남도,,재약산,,"경상남도 밀양시 단장면ㆍ산내면, 울산광역시 울주군 상북면",,1119.1,
경상남도,,적석산,,경남 마산시 진전면·고성군 회화면·창원시,,492,
경상남도,,정각산,,경상남도 밀양시 단장면,,860,
경상남도,,정병산,,"경남 창원시 토월동, 김해시 진례면",,567,
경상남도,,정승봉,,경상남도 밀양군 산내면,,803,
경상남도,,종남산,,경남 밀양시 상남면ㆍ초동면,,664,
경상남도,,종암산,,경상남도 창녕군,,546,
경상남도,,좌이산,,경남 고성군,,415,
경상남도,,주산,,경상남도 산청군,,831,
경상남도,,중봉,,경상남도 밀양시 산내면,,1169,
경상남도,,지리산(통영),,경상남도 통영시 사량면,,399.3,
경상남도,,집현산,,경상남도 진주시,,578,
경상남도,,천마산,,경상남도 울주군 두서면 내화리,,611,
경상남도,,천성산,,"경상남도 양산시 하북면, 상북면, 웅상읍",,920.2,
경상남도,,천자봉,,"경상남도 진해시 자은동, 웅천 1동",,502,
경상남도,,천주산,,"경상남도 창원시 마산회원구 구암동, 의창구 북면",,639.6,
경상남도,,천지봉(천제봉),,경상남도 밀양군 산내면,,685,
경상남도,,천태산,,경남 양산시 원동면,,630.9,
경상남도,,추화산,,경상남도 밀양시,,243,
경상남도,,칠현산,,경상남도 통영시 사량도,,349,
경상남도,,토곡산,,경상남도 양산시 원동면,,855,
경상남도,,팔용산,,"경상남도 마산시, 창원시",,328,
경상남도,,하서산,,경상남도 밀양,,375,
경상남도,,한우산,,경남 의령군 가례면,,835,
경상남도,,함박산,,경상남도 양산,,588,
경상남도,,향로봉,,"경상남도 고성군 하일, 하이면",,578,
경상남도,,향로봉,,경상남도 양산시,,727,
경상남도,,향로산,,경상남도 밀양시,,976,
경상남도,,허굴산,,경상남도 합천군 대병면,,681,
경상남도,,호구산,,경남 남해군 이동면 용소리,,619,
경상남도,,호음산,,경상남도 거창군,,930,
경상남도,,화왕산,,경상남도 창녕군 창녕읍 옥천리 일대,,757.7,
경상남도,,황매산,,"경상남도 합천군 대병면, 가회면, 산청군 차황면.",,1113.1,
경상남도,,황새봉,,경상남도 김해시,,393,
경상남도,,황석산,,경상남도 함양군,,1192.5,
경상남도,,흰대미산,,"경상남도 거창군 가북면, 웅양면",,1018,
제주도,,고근산,,제주도 서귀포시 서호동,,396,
제주도,,고내봉,,제주도 제주시 애월읍 고내리,,175,
제주도,,군산,,제주도 서귀포시 안덕면,,355,
제주도,,단산,,제주도 서귀포시 안덕면,,140,
제주도,,따라비,,제주도 제주시,,342,
제주도,,사라봉,,제주도 제주시,,148,
제주도,,산방산,,제주도 서귀포시 안덕면,,507,
제주도,,성산 일출봉,,제주도 남제주군 성산읍 성산리 114,,182,
제주도,,영천악,,제주도 서귀포시,,277,
제주도,,원당봉(삼양),,"제주도 제주시 조천읍 신촌리, 삼양일동",,171,
제주도,,월랑봉,,제주도 제주시 구좌읍 세화리,,382,
제주도,,은월봉,,제주도 제주시 구좌읍,,180,
제주도,,한라산,,"제주도 제주시, 서귀포시",,1947.3,
